"Classe","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"3.1. Pastagem","5303.408913360563","5784.595048858612","7185.271769812016","7207.392822302285","7983.736313836688","8012.758906750512","7015.1996861572625","6822.165222644092","7682.6118708924905","9702.184763873282","9261.364153582816","8505.354502972474","8381.679637817517","9268.936312329193","9810.642089380002","9525.81852739275","10246.780879773101","10875.751318396211","9790.426114001633","9689.77912460345","9418.284822418369","9039.709836755517","8878.67349392716","9087.81041092541","8990.635401367279","8550.171662622157","8299.838137048466","8519.619957965208","8746.368800946198","8883.189762365848","9181.208320971784","9134.411610095376","8943.649584466684","9114.124749188388","9003.294888110438","8740.909751208645","9434.369903826997","10544.097130090484"
"3.2. Agricultura","","","","","","","1.0716970458984376","","","","","","","1.9646166564941412","2.4111198242187495","2.2325184448242186","","4.822470361328126","8.03750042114258","6.072783081054686","3.2149152587890626","3.9293233825683593","5.626024157714843","8.840893237304691","10.09123051757813","10.627282275390625","21.61233960571288","55.013471630859414","76.08765909423833","38.48993217773437","60.90622772216799","86.09065496215814","86.89445182495115","66.97941947631834","38.936816131591804","39.20440410156252","49.29725911865235","44.38529060668945"
"3.3. Silvicultura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.4. Mosaico de Usos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4.1. Praia, Duna e Areal","124.77339617919884","86.45702501831039","80.47286954956043","87.61789965209954","100.21130145874008","116.6453363342284","118.16385889892574","108.24992437133774","106.73150917358383","118.69985714721656","129.50697109374966","123.70129761962887","130.57838726196294","128.43483790283207","141.56412417602536","147.90558088989272","159.4274388610844","150.228120025635","128.07795888061494","122.09391058349577","114.14476722412097","129.23908216552746","112.35834267578117","130.13205010375992","121.28979011230471","148.88809746704123","163.08923084716835","173.80690527954152","153.80033746948274","160.05252541503924","132.9008731567382","148.2633065124514","117.09208676147442","116.109675665283","96.81752371826153","90.20827237548806","91.01217051391579","90.38695491943338"
"4.2. Área Urbanizada","5551.228328466737","6491.5774490660115","6862.482839929036","7351.457354913174","7635.818409124593","8050.037821642937","8294.388407452278","8632.873937866092","8840.78928011461","8952.78319176622","9196.155858123624","9850.69782473741","10366.368606237651","10730.930863329913","10989.750186279167","11388.698535186622","11489.885339764322","11686.636941027708","11887.762126690573","12021.72731888412","12231.694699218659","12370.391697296058","12668.241501361073","12925.71665072625","13194.803789691116","13537.211774395633","13857.559121392762","14171.118431085211","14361.880235760447","14641.585755908076","14757.327452252082","14942.104806402509","15131.887729736249","15324.700984039197","15458.842234765527","15558.332004003807","15470.636716168034","15645.862808727983"
"4.3. Mineração","515.086265808109","542.3230881286651","579.650917089845","609.2990817871078","627.0706845214856","658.3249397644018","637.518337640378","664.9339241455037","681.0082585998493","674.3109297912551","685.1162610229447","698.1541302612277","681.9916167724588","709.7637968627895","706.6391128051714","859.97034294433","891.4941483581513","913.9093437255767","937.2176682250891","984.9043798400768","969.7236860107229","1004.6406175903165","1004.9092523376281","1029.2886879455418","1121.000567102038","1101.9807270507652","1131.0936412841693","1200.212894036853","1216.9134388061354","1271.120272875962","1258.6182292297212","1299.6078091247402","1365.9591637023755","1339.079192059306","1371.9425107971024","1346.850232427961","1704.854962298538","1944.7157795653932"
"4.4. Outras Áreas não Vegetadas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5.1. Rio, Lago e Oceano","4902.709473394784","4876.903279113758","5020.419000537109","5066.501286914083","4856.266905822768","4660.860257000753","4619.954271484392","4595.930075006113","4491.350471514916","4431.598853088399","4401.769711901879","4438.208335974146","4415.525504803478","4529.75177326052","4620.838049951208","4182.8765549316395","4132.0600879821695","4183.676892962645","4198.504430322259","4152.063327716054","4165.99317395629","4182.871347546382","4194.036265515128","4190.193992333981","4156.972810089115","4247.076230828865","4226.800794451916","4092.5767434875524","4010.508381292728","4016.577847741697","4071.947205303949","4019.075442236331","3972.1913568969667","4042.8312002563544","3999.4306869506813","4069.2657916870153","4044.354843170177","4014.1692897949097"
"5.2. Aquicultura","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
